cod_ibge7;municipio;porte;ra;ano;prest_a;natjur_a;in023;in049;in051;in053
3540903;Pradópolis;Mais de 10 mil a 20 mil;RA Ribeirão Preto;2018;Prefeitura Municipal de Pradópolis;Administração pública direta;99,74;29,57;297,34;21,47
3541000;Praia Grande;Mais de 100 mil a 500 mil;RA Santos;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;91,27;29,98;242,65;8,09
3541059;Pratânia;Mais de 5 mil a 10 mil;RA Sorocaba;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;32,7;192,42;11,99
3541109;Presidente Alves;Até 5 mil;RA Bauru;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;20,6;88,99;10,41
3541208;Presidente Bernardes;Mais de 10 mil a 20 mil;RA Presidente Prudente;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;9,65;44,37;12,55
3541307;Presidente Epitácio;Mais de 20 mil a 50 mil;RA Presidente Prudente;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;17,22;83,09;12,05
3541406;Presidente Prudente;Mais de 100 mil a 500 mil;RA Presidente Prudente;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;28,9;192,36;12,61
3541505;Presidente Venceslau;Mais de 20 mil a 50 mil;RA Presidente Prudente;2018;Prefeitura Municipal de Presidente Venceslau;Administração pública direta;100;9,09;40,42;12,29
3541604;Promissão;Mais de 20 mil a 50 mil;RA Bauru;2018;Serviço Autônomo de Água e Esgoto;Autarquia;99,38;0,18;1,18;19,85
3541653;Quadra;Até 5 mil;RA Sorocaba;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;23,13;119,01;11,98
3541703;Quatá;Mais de 10 mil a 20 mil;RA Marília;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;99,21;19,84;99,64;12,15
3541802;Queiroz;Até 5 mil;RA Marília;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;7,56;31,12;11,52
3541901;Queluz;Mais de 5 mil a 10 mil;RA São José dos Campos;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;92,03;21,2;111,02;12,37
3542008;Quintana;Mais de 5 mil a 10 mil;RA Marília;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;14,81;68,83;11,97
3542107;Rafard;Mais de 5 mil a 10 mil;RA Campinas;2018;Prefeitura Municipal de Rafard;Administração pública direta;100;9,97;44,32;12,07
3542206;Rancharia;Mais de 20 mil a 50 mil;RA Presidente Prudente;2018;Prefeitura Municipal de Rancharia;Administração pública direta;96,69;34,64;242,75;13,93
3542305;Redenção da Serra;Até 5 mil;RA São José dos Campos;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;80,97;25,72;114,87;10
3542404;Regente Feijó;Mais de 20 mil a 50 mil;RA Presidente Prudente;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;18,06;86,07;11,62
3542503;Reginópolis;Mais de 5 mil a 10 mil;RA Bauru;2018;Prefeitura Municipal de Reginópolis;Administração pública direta;96,2;30,28;223,79;15,68
3542602;Registro;Mais de 50 mil a 100 mil;RA Registro;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;28,98;165,41;12,1
3542701;Restinga;Mais de 5 mil a 10 mil;RA Franca;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;21,63;110,98;12,19
3542800;Ribeira;Até 5 mil;RA Itapeva;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;21,41;94,08;10,34
3542909;Ribeirão Bonito;Mais de 10 mil a 20 mil;RA Central;2018;Prefeitura Municipal de Ribeirão Bonito;Administração pública direta;100;3,82;11,99;9,12
3543006;Ribeirão Branco;Mais de 10 mil a 20 mil;RA Itapeva;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;31,4;145,39;9,53
3543105;Ribeirão Corrente;Até 5 mil;RA Franca;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;97,64;28,13;161,23;12,03
3543204;Ribeirão do Sul;Até 5 mil;RA Marília;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;28,96;165,34;12,07
3543238;Ribeirão dos Índios;Até 5 mil;RA Presidente Prudente;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;19,59;84,94;10,55
3543253;Ribeirão Grande;Mais de 5 mil a 10 mil;RA Itapeva;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;23,16;89,25;8,98
3543303;Ribeirão Pires;Mais de 100 mil a 500 mil;RM São Paulo;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;90,25;34,17;225,45;10,79
3543402;Ribeirão Preto;Mais de 500 mil;RA Ribeirão Preto;2018;Departamento de Água e Esgotos de Ribeirão Preto;Autarquia;99,47;55;965,82;15,53
3543501;Riversul;Mais de 5 mil a 10 mil;RA Itapeva;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;28,05;114,7;8,88
3543600;Rifaina;Até 5 mil;RA Franca;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;98,17;15,64;84,25;13,36
3543808;Rinópolis;Mais de 5 mil a 10 mil;RA Marília;2018;Prefeitura Municipal de Rinópolis;Administração pública direta;100;2,69;15,04;16,57
3543907;Rio Claro;Mais de 100 mil a 500 mil;RA Campinas;2018;Departamento Autônomo de Água e Esgoto;Autarquia;100;15,2;116,95;16,68
3544004;Rio das Pedras;Mais de 20 mil a 50 mil;RA Campinas;2018;Serviço Autônomo de Água e Esgoto;Autarquia;98,53;60,31;675,79;12,69
3544103;Rio Grande da Serra;Mais de 20 mil a 50 mil;RM São Paulo;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;84,92;32,43;180,64;9,96
3544202;Riolândia;Mais de 10 mil a 20 mil;RA São José do Rio Preto;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;93,59;13,48;107,41;20,78
3544251;Rosana;Mais de 10 mil a 20 mil;RA Presidente Prudente;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;19,17;92,57;11,77
3544301;Roseira;Mais de 10 mil a 20 mil;RA São José dos Campos;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;98,14;30,23;163,66;11,38
3544400;Rubiácea;Até 5 mil;RA Araçatuba;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;14,93;63,74;10,9
3544509;Rubinéia;Até 5 mil;RA São José do Rio Preto;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;13,69;61,21;11,72
3544608;Sabino;Mais de 5 mil a 10 mil;RA Bauru;2018;Prefeitura Municipal de Sabino;Administração pública direta;100;12,14;69,58;14,52
3544707;Sagres;Até 5 mil;RA Presidente Prudente;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;19,98;92,45;11,21
3544806;Sales;Mais de 5 mil a 10 mil;RA São José do Rio Preto;2018;Prefeitura Municipal de Sales;Administração pública direta;100;55,91;427,55;10,26
3544905;Sales Oliveira;Mais de 10 mil a 20 mil;RA Franca;2018;Prefeitura Municipal de Sales Oliveira;Administração pública direta;98,35;48,1;520,76;17,09
3545001;Salesópolis;Mais de 10 mil a 20 mil;RM São Paulo;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;97,99;27,1;122,92;9,44
3545100;Salmourão;Até 5 mil;RA Presidente Prudente;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;96,91;16,49;79,22;12,13
3545159;Saltinho;Mais de 5 mil a 10 mil;RA Campinas;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;21,64;38,57;4,24
3545209;Salto;Mais de 100 mil a 500 mil;RA Sorocaba;2018;Serviço Autônomo de Água, Esgoto e Meio Ambiente;Autarquia;99,54;42,19;342,15;14,03
3545308;Salto de Pirapora;Mais de 20 mil a 50 mil;RA Sorocaba;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;43,53;321,04;12,33
3545407;Salto Grande;Mais de 5 mil a 10 mil;RA Marília;2018;Prefeitura Municipal de Salto Grande;Administração pública direta;100;50,78;344,78;10,17
3545506;Sandovalina;Até 5 mil;RA Presidente Prudente;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;19,79;98,55;12,02
3545605;Santa Adélia;Mais de 10 mil a 20 mil;RA São José do Rio Preto;2018;Prefeitura Municipal de Santa Adélia;Administração pública direta;97,84;13,17;104,07;20,85
3545704;Santa Albertina;Mais de 5 mil a 10 mil;RA São José do Rio Preto;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;16,27;76,82;11,71
3545803;Santa Bárbara d'Oeste;Mais de 100 mil a 500 mil;RA Campinas;2018;Departamento de Água e Esgoto de Santa Bárbara D´Oeste;Autarquia;99,98;58,68;648,49;11,89
3546009;Santa Branca;Mais de 10 mil a 20 mil;RA São José dos Campos;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;72,71;53,78;430,86;11,2
3546108;Santa Clara d'Oeste;Até 5 mil;RA São José do Rio Preto;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;14,73;72,89;12,51
3546207;Santa Cruz da Conceição;Até 5 mil;RA Campinas;2018;Prefeitura Municipal de Santa Cruz da Conceição;Administração pública direta;99,37;32,41;287,48;18,14
3546256;Santa Cruz da Esperança;Até 5 mil;RA Ribeirão Preto;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;17,42;94,53;13,34
3546306;Santa Cruz das Palmeiras;Mais de 20 mil a 50 mil;RA Campinas;2018;Prefeitura Municipal de Santa Cruz das Palmeiras;Administração pública direta;100;44,7;439,85;15,83
3546405;Santa Cruz do Rio Pardo;Mais de 20 mil a 50 mil;RA Marília;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;39,65;291,01;13,25
3546504;Santa Ernestina;Mais de 5 mil a 10 mil;RA Central;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;17,65;89,2;12,19
3546603;Santa Fé do Sul;Mais de 20 mil a 50 mil;RA São José do Rio Preto;2018;Serviço Autônomo de Água e Esgoto;Autarquia;100;21,44;138,74;15,45
3546702;Santa Gertrudes;Mais de 20 mil a 50 mil;RA Campinas;2018;BRK Ambiental - Santa Gertrudes S.A.;Empresa privada;98,14;26,67;160,12;11,97
3546801;Santa Isabel;Mais de 50 mil a 100 mil;RM São Paulo;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;83,06;55,13;539,56;11,1
3546900;Santa Lúcia;Mais de 5 mil a 10 mil;RA Central;2018;Prefeitura Municipal de Santa Lúcia;Administração pública direta;99,37;17,8;121,48;17,07
3547007;Santa Maria da Serra;Mais de 5 mil a 10 mil;RA Campinas;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;92,12;30,31;185,07;12,51
3547106;Santa Mercedes;Até 5 mil;RA Presidente Prudente;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;21,84;105,4;11,44
3547205;Santana da Ponte Pensa;Até 5 mil;RA São José do Rio Preto;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;15,33;67,52;11,28
3547304;Santana de Parnaíba;Mais de 100 mil a 500 mil;RM São Paulo;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;45,01;483,61;13,99
3547403;Santa Rita d'Oeste;Até 5 mil;RA São José do Rio Preto;2018;Prefeitura Municipal de Santa Rita D'Oeste;Administração pública direta;100;55,34;588,89;14,45
3547502;Santa Rita do Passa Quatro;Mais de 20 mil a 50 mil;RA Central;2018;Companhia Águas de Santa Rita;Empresa privada;100;33,68;267,47;14,57
3547601;Santa Rosa de Viterbo;Mais de 20 mil a 50 mil;RA Ribeirão Preto;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;24,28;127,85;11,92
3547650;Santa Salete;Até 5 mil;RA São José do Rio Preto;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;11,2;49,66;11,87
3547700;Santo Anastácio;Mais de 10 mil a 20 mil;RA Presidente Prudente;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;98,85;21,93;110,14;11,8
3547809;Santo André;Mais de 500 mil;RM São Paulo;2018;Serviço Municipal de Saneamento Ambiental de Santo André;Autarquia;100;45,21;464,64;10,38
3547908;Santo Antônio da Alegria;Mais de 5 mil a 10 mil;RA Ribeirão Preto;2018;Prefeitura Municipal de Santo Antônio da Alegria;Administração pública direta;100;52,22;520,27;14,47
3548005;Santo Antônio de Posse;Mais de 20 mil a 50 mil;RA Campinas;2018;Prefeitura Municipal de Santo Antônio de Posse;Administração pública direta;99,74;48,03;441,66;14,53
3548054;Santo Antônio do Aracanguá;Mais de 5 mil a 10 mil;RA Araçatuba;2018;Prefeitura Municipal de Santo Antonio do Aracanguá;Administração pública direta;100;0;0;44,15
3548104;Santo Antônio do Jardim;Mais de 5 mil a 10 mil;RA Campinas;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;36;219,18;11,57
3548203;Santo Antônio do Pinhal;Mais de 5 mil a 10 mil;RA São José dos Campos;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;92,52;31,6;166,08;10,92
3548302;Santo Expedito;Até 5 mil;RA Presidente Prudente;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;20,97;95,48;10,88
3548401;Santópolis do Aguapeí;Até 5 mil;RA Araçatuba;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;93,05;15,97;71,67;11,37
3548500;Santos;Mais de 100 mil a 500 mil;RA Santos;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;14,28;247,73;14,83
3548609;São Bento do Sapucaí;Mais de 10 mil a 20 mil;RA São José dos Campos;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;18,22;80,31;10,88
3548708;São Bernardo do Campo;Mais de 500 mil;RM São Paulo;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;36,87;398,38;12,15
3548807;São Caetano do Sul;Mais de 100 mil a 500 mil;RM São Paulo;2018;SISTEMA DE ÁGUA, ESGOTO E SANEAMENTO AMBIENTAL;Autarquia;100;12,06;134,35;13,28
3548906;São Carlos;Mais de 100 mil a 500 mil;RA Central;2018;Serviço Autônomo de Água e Esgoto;Autarquia;100;45,95;438,46;14,46
